SaleID,ProductID,CustomerID,StoreID,Quantity,Discount,Date,UnitPrice,SalesAmount
4205,80,2233,19,5,0.01,2022-06-16,101.17,500.79
4206,38,2331,26,4,0.1,2022-10-23,114.94,413.78
4207,152,1179,3,2,0.19,2023-06-24,419.97,680.35
4208,134,686,35,7,0.28,2022-02-27,122.57,617.75
4209,196,863,39,6,0.07,2023-07-11,448.82,2504.42
4210,134,685,18,7,0.05,2021-05-01,122.57,815.09
4211,26,2714,7,3,0.06,2024-03-19,194.55,548.63
4212,101,1038,32,1,0.07,2020-08-06,253.01,235.3
4213,169,2938,24,1,0.19,2021-07-01,312.3,252.96
4214,75,2864,16,4,0.3,2022-01-21,287.18,804.1
4215,38,341,24,4,0.16,2021-09-15,114.94,386.2
4216,83,604,4,7,0.08,2023-09-14,491.01,3162.1
4217,171,1807,45,7,0.22,2024-06-01,68.38,373.35
4218,181,734,32,4,0.05,2022-03-31,267.98,1018.32
4219,143,1497,42,7,0.01,2020-04-22,118.55,821.55
4220,56,2867,34,8,0.18,2020-08-17,441.9,2898.86
4221,105,2955,19,9,0.06,2024-09-26,327.48,2770.48
4222,184,1132,14,6,0.12,2022-08-05,434.27,2292.95
4223,31,1355,38,4,0.07,2022-01-18,379.0,1409.88
4224,185,540,13,2,0.28,2021-01-28,56.91,81.95
4225,179,2487,22,9,0.1,2023-06-02,142.05,1150.6
4226,152,1733,31,7,0.13,2022-08-06,419.97,2557.62
4227,58,1736,44,6,0.07,2023-10-31,391.04,2182.0
4228,73,2714,44,4,0.03,2023-03-15,99.5,386.06
4229,132,2432,30,4,0.15,2023-07-30,205.58,698.97
4230,10,2630,23,2,0.26,2022-07-14,482.99,714.83
4231,191,2208,12,1,0.11,2023-01-02,145.47,129.47
4232,73,2480,43,5,0.23,2020-10-22,99.5,383.08
4233,15,1420,14,6,0.01,2023-02-01,20.5,121.77
4234,98,1990,36,9,0.07,2021-10-15,176.42,1476.64
4235,63,615,45,1,0.04,2024-09-06,13.95,13.39
4236,19,488,8,5,0.12,2021-12-03,74.76,328.94
4237,113,1213,24,5,0.27,2022-06-21,209.25,763.76
4238,63,1442,3,9,0.11,2021-10-12,13.95,111.74
4239,116,2391,14,4,0.18,2021-11-01,163.42,536.02
4240,184,1385,50,3,0.27,2024-09-16,434.27,951.05
4241,21,2157,11,3,0.11,2023-02-25,408.65,1091.1
4242,162,849,45,6,0.11,2021-10-27,297.03,1586.14
4243,145,301,38,1,0.03,2022-04-07,158.22,153.47
4244,146,1392,28,1,0.1,2023-09-25,70.93,63.84
4245,81,1340,23,1,0.22,2022-10-12,172.31,134.4
4246,66,705,18,7,0.25,2024-09-19,446.56,2344.44
4247,179,269,20,5,0.22,2022-06-12,142.05,554.0
4248,65,1525,33,9,0.0,2021-04-07,187.02,1683.18
4249,43,478,2,3,0.04,2021-05-12,208.46,600.36
4250,57,176,39,6,0.22,2023-12-07,351.68,1645.86
4251,138,239,37,7,0.28,2022-07-15,459.96,2318.2
4252,37,2941,26,3,0.21,2023-11-18,8.44,20.0
4253,176,1969,2,9,0.07,2020-02-19,185.31,1551.04
4254,120,610,3,2,0.03,2022-04-25,279.08,541.42
4255,69,2907,20,7,0.26,2023-07-01,385.43,1996.53
4256,56,1788,10,4,0.03,2021-06-04,441.9,1714.57
4257,119,492,42,9,0.05,2020-12-09,46.23,395.27
4258,164,2147,21,7,0.18,2023-06-06,178.54,1024.82
4259,159,329,40,8,0.06,2024-06-15,61.21,460.3
4260,55,445,9,3,0.07,2020-07-29,498.15,1389.84
4261,38,1690,2,6,0.04,2021-06-24,114.94,662.05
4262,15,998,28,4,0.28,2020-02-20,20.5,59.04
4263,144,2343,3,4,0.04,2024-12-11,133.68,513.33
4264,77,442,16,2,0.28,2020-11-04,72.63,104.59
4265,53,795,4,9,0.1,2023-04-06,273.02,2211.46
4266,184,1832,23,1,0.25,2021-03-23,434.27,325.7
4267,7,891,30,1,0.28,2024-09-10,230.75,166.14
4268,185,2079,38,7,0.16,2023-08-31,56.91,334.63
4269,55,1155,13,7,0.23,2022-09-22,498.15,2685.03
4270,52,1752,6,4,0.08,2023-01-24,339.47,1249.25
4271,4,2486,10,8,0.11,2021-01-11,362.39,2580.22
4272,43,1350,17,5,0.17,2022-02-27,208.46,865.11
4273,40,2334,8,6,0.26,2023-06-05,37.12,164.81
4274,121,291,9,4,0.19,2022-03-06,391.74,1269.24
4275,30,368,34,3,0.01,2022-02-02,256.74,762.52
4276,138,486,17,2,0.09,2020-02-07,459.96,837.13
4277,103,2603,43,8,0.26,2023-04-20,288.82,1709.81
4278,7,168,50,5,0.07,2021-10-07,230.75,1072.99
4279,164,1885,22,6,0.11,2020-12-30,178.54,953.4
4280,163,1791,3,6,0.12,2021-09-14,321.48,1697.41
4281,167,2819,41,4,0.05,2021-05-13,475.01,1805.04
4282,164,78,40,9,0.1,2024-12-20,178.54,1446.17
4283,109,2899,29,7,0.25,2024-04-19,144.52,758.73
4284,20,1109,39,8,0.25,2024-12-25,493.51,2961.06
4285,49,892,27,7,0.17,2022-05-29,297.49,1728.42
4286,96,661,39,4,0.2,2022-08-31,51.61,165.15
4287,59,1225,40,9,0.16,2023-06-04,85.01,642.68
4288,177,589,37,2,0.01,2022-08-21,24.46,48.43
4289,90,2810,3,5,0.21,2020-12-03,129.18,510.26
4290,26,565,19,2,0.3,2021-11-18,194.55,272.37
4291,36,2860,34,8,0.07,2021-10-23,216.42,1610.16
4292,171,302,14,9,0.29,2024-11-02,68.38,436.95
4293,126,2341,21,3,0.3,2023-09-03,201.34,422.81
4294,43,294,2,5,0.04,2020-02-11,208.46,1000.61
4295,99,109,10,9,0.28,2020-08-22,28.79,186.56
4296,33,2413,42,6,0.2,2020-05-22,318.53,1528.94
4297,100,2648,17,3,0.14,2024-09-02,134.14,346.08
4298,97,2726,2,6,0.1,2024-12-05,239.72,1294.49
4299,173,1518,27,9,0.19,2021-06-15,302.96,2208.58
4300,45,2141,1,7,0.25,2022-04-12,492.9,2587.72
4301,88,1709,50,4,0.01,2020-07-03,484.92,1920.28
4302,143,428,36,4,0.16,2021-02-05,118.55,398.33
4303,95,638,33,1,0.2,2023-09-09,380.13,304.1
4304,17,2416,22,3,0.01,2020-01-28,480.78,1427.92
4305,140,105,49,9,0.27,2021-12-11,349.98,2299.37
4306,22,2257,35,1,0.29,2020-09-26,386.78,274.61
4307,151,2522,34,2,0.18,2023-06-30,193.54,317.41
4308,90,1085,18,2,0.04,2024-11-22,129.18,248.03
4309,78,12,36,8,0.28,2023-06-27,405.63,2336.43
4310,140,2514,3,6,0.24,2023-10-25,349.98,1595.91
4311,114,649,44,7,0.01,2020-10-20,341.52,2366.73
4312,68,875,16,4,0.17,2022-04-05,118.94,394.88
4313,110,2434,11,4,0.03,2023-10-14,316.33,1227.36
4314,179,884,10,4,0.04,2020-07-16,142.05,545.47
4315,125,555,42,6,0.06,2023-04-27,55.06,310.54
4316,141,1460,21,4,0.12,2020-06-02,144.08,507.16
4317,57,2702,25,1,0.26,2024-07-08,351.68,260.24
4318,55,1344,35,1,0.01,2024-08-31,498.15,493.17
4319,82,1895,6,8,0.21,2021-12-08,337.65,2133.95
4320,107,2913,46,2,0.29,2020-08-07,311.04,441.68
4321,156,989,44,9,0.19,2021-04-05,192.04,1399.97
4322,102,1580,8,8,0.24,2021-09-01,472.4,2872.19
4323,172,353,34,1,0.27,2023-04-12,448.91,327.7
4324,147,2562,41,8,0.21,2020-07-28,364.23,2301.93
4325,174,1507,46,9,0.2,2023-03-21,175.82,1265.9
4326,111,2852,1,4,0.01,2023-10-05,402.72,1594.77
4327,107,2030,3,7,0.16,2024-07-07,311.04,1828.92
4328,102,1847,38,4,0.14,2020-05-17,472.4,1625.06
4329,3,2391,27,3,0.16,2022-07-27,302.55,762.43
4330,148,2384,13,1,0.13,2022-04-02,466.7,406.03
4331,25,2072,43,2,0.27,2022-01-02,297.69,434.63
4332,75,885,47,7,0.27,2021-07-30,287.18,1467.49
4333,184,1466,50,6,0.04,2022-02-28,434.27,2501.4
4334,61,2152,19,8,0.16,2020-07-05,7.51,50.47
4335,123,574,19,3,0.29,2022-05-07,369.83,787.74
4336,55,1689,6,6,0.18,2023-10-31,498.15,2450.9
4337,163,775,47,6,0.24,2021-01-26,321.48,1465.95
4338,187,2935,14,2,0.11,2020-09-03,64.28,114.42
4339,39,243,5,1,0.11,2024-06-07,88.3,78.59
4340,185,2390,43,2,0.1,2024-04-06,56.91,102.44
4341,83,2681,45,9,0.01,2024-01-04,491.01,4374.9
4342,195,865,45,6,0.28,2023-12-30,30.56,132.02
4343,34,2221,36,3,0.1,2023-08-20,442.22,1193.99
4344,113,1440,9,7,0.11,2023-02-17,209.25,1303.63
4345,169,2151,23,1,0.23,2020-03-28,312.3,240.47
4346,150,2208,32,8,0.16,2021-02-09,493.7,3317.66
4347,27,714,29,7,0.11,2021-03-08,362.26,2256.88
4348,149,2605,45,3,0.27,2024-02-08,18.05,39.53
4349,169,576,28,4,0.25,2021-10-03,312.3,936.9
4350,31,2244,40,7,0.29,2022-08-11,379.0,1883.63
4351,155,989,11,4,0.19,2022-04-15,294.65,954.67
4352,165,1415,19,5,0.21,2024-04-21,452.56,1787.61
4353,194,2982,1,1,0.1,2020-05-28,97.35,87.62
4354,182,70,9,5,0.03,2024-03-11,78.13,378.93
4355,137,843,2,4,0.03,2020-10-08,164.73,639.15
4356,83,2295,4,3,0.19,2024-08-05,491.01,1193.15
4357,170,2377,29,9,0.03,2021-04-27,123.87,1081.39
4358,164,2206,4,1,0.27,2021-07-12,178.54,130.33
4359,10,918,1,5,0.21,2023-07-18,482.99,1907.81
4360,187,2746,28,2,0.07,2021-08-20,64.28,119.56
4361,40,743,18,5,0.08,2023-11-09,37.12,170.75
4362,54,2633,46,5,0.21,2023-12-30,491.17,1940.12
4363,167,55,13,1,0.25,2021-04-18,475.01,356.26
4364,135,2534,40,4,0.25,2024-03-12,46.03,138.09
4365,4,1838,6,7,0.18,2023-11-18,362.39,2080.12
4366,143,1377,49,1,0.05,2020-05-05,118.55,112.62
4367,176,410,43,2,0.25,2024-08-10,185.31,277.97
4368,6,2953,47,4,0.24,2022-08-13,149.16,453.45
4369,73,2775,39,2,0.25,2023-04-14,99.5,149.25
4370,163,1039,22,2,0.05,2020-09-05,321.48,610.81
4371,200,147,30,1,0.21,2024-03-16,356.92,281.97
4372,199,1514,27,2,0.29,2023-09-17,420.1,596.54
4373,196,1680,8,3,0.08,2021-01-16,448.82,1238.74
4374,58,1049,43,4,0.22,2022-03-19,391.04,1220.04
4375,77,1715,28,1,0.08,2022-10-17,72.63,66.82
4376,19,2381,2,1,0.09,2020-01-24,74.76,68.03
4377,62,1198,20,7,0.15,2021-12-04,347.49,2067.57
4378,71,1799,11,5,0.27,2021-05-05,476.77,1740.21
4379,138,2338,14,7,0.01,2023-10-25,459.96,3187.52
4380,25,2618,24,9,0.3,2021-03-21,297.69,1875.45
4381,172,2839,13,1,0.23,2022-08-17,448.91,345.66
4382,127,2957,8,8,0.11,2024-11-28,259.1,1844.79
4383,58,27,44,4,0.11,2022-07-04,391.04,1392.1
4384,153,1125,21,9,0.14,2024-01-01,140.34,1086.23
4385,120,2974,22,2,0.26,2022-07-03,279.08,413.04
4386,111,2436,9,9,0.01,2022-11-14,402.72,3588.24
4387,168,1091,42,8,0.16,2024-06-26,385.61,2591.3
4388,76,250,43,6,0.02,2020-01-01,261.57,1538.03
4389,70,142,11,5,0.03,2024-06-18,477.19,2314.37
4390,138,267,16,3,0.21,2022-12-17,459.96,1090.11
4391,66,215,50,1,0.07,2021-08-02,446.56,415.3
4392,120,489,9,6,0.01,2022-02-09,279.08,1657.74
4393,153,496,3,5,0.05,2021-02-23,140.34,666.62
4394,199,480,36,8,0.06,2024-10-04,420.1,3159.15
4395,87,2691,42,1,0.23,2024-03-05,272.61,209.91
4396,139,1,13,1,0.19,2020-10-01,263.93,213.78
4397,122,1904,1,7,0.22,2020-07-19,487.25,2660.38
4398,164,841,44,8,0.11,2020-06-18,178.54,1271.2
4399,49,2428,11,1,0.03,2023-08-13,297.49,288.57
4400,48,844,24,9,0.24,2020-01-20,163.79,1120.32
4401,115,1886,5,7,0.04,2024-01-20,191.98,1290.11
4402,87,2350,2,7,0.11,2022-07-02,272.61,1698.36
4403,7,650,17,8,0.08,2024-02-25,230.75,1698.32
4404,77,1441,17,8,0.09,2021-03-16,72.63,528.75
4405,179,1894,20,1,0.18,2020-08-15,142.05,116.48
4406,145,2857,15,4,0.05,2024-04-26,158.22,601.24
4407,160,1302,4,9,0.13,2024-10-25,387.3,3032.56
4408,154,2387,11,3,0.19,2021-08-02,269.5,654.88
4409,121,1483,23,6,0.26,2022-09-16,391.74,1739.33
4410,124,1726,1,4,0.11,2024-03-26,484.48,1724.75
4411,150,1355,42,1,0.1,2024-04-26,493.7,444.33
4412,141,1294,50,3,0.11,2021-05-07,144.08,384.69
4413,125,2714,47,3,0.15,2023-10-31,55.06,140.4
4414,12,1196,4,3,0.09,2020-09-17,306.95,837.97
4415,71,404,38,6,0.08,2022-06-08,476.77,2631.77
4416,1,1492,2,9,0.11,2021-05-05,95.8,767.36
4417,161,2295,45,7,0.23,2020-08-17,278.19,1499.44
4418,119,1547,27,7,0.08,2022-04-30,46.23,297.72
4419,142,2607,34,1,0.25,2024-08-10,142.3,106.72
4420,111,2826,13,9,0.09,2022-08-19,402.72,3298.28
4421,64,1853,47,4,0.18,2020-07-04,361.87,1186.93
4422,43,111,18,8,0.29,2023-06-06,208.46,1184.05
4423,186,813,11,1,0.29,2020-12-28,284.16,201.75
4424,41,930,5,8,0.13,2023-09-16,349.67,2433.7
4425,196,886,29,9,0.02,2024-08-03,448.82,3958.59
4426,115,909,25,5,0.27,2020-03-04,191.98,700.73
4427,39,2839,14,7,0.04,2021-01-16,88.3,593.38
4428,1,2340,48,2,0.28,2022-09-06,95.8,137.95
4429,41,1983,46,1,0.22,2022-07-26,349.67,272.74
4430,173,175,41,6,0.28,2024-06-29,302.96,1308.79
4431,88,2157,38,9,0.2,2021-01-20,484.92,3491.42
4432,98,1364,41,1,0.3,2022-10-19,176.42,123.49
4433,88,2896,37,1,0.14,2021-03-09,484.92,417.03
4434,79,1038,11,4,0.1,2023-06-23,45.39,163.4
4435,141,2741,44,6,0.12,2023-07-12,144.08,760.74
4436,71,2091,32,9,0.11,2021-03-04,476.77,3818.93
4437,137,461,49,2,0.12,2023-09-12,164.73,289.92
4438,191,2753,6,5,0.27,2023-02-17,145.47,530.97
4439,99,149,6,7,0.18,2024-03-14,28.79,165.25
4440,151,338,47,4,0.22,2024-03-19,193.54,603.84
4441,182,1003,49,6,0.09,2023-04-27,78.13,426.59
4442,175,2272,22,6,0.3,2023-06-17,64.71,271.78
4443,167,1134,3,4,0.08,2020-11-17,475.01,1748.04
4444,87,354,19,4,0.05,2020-03-27,272.61,1035.92
4445,154,1108,34,9,0.23,2024-11-27,269.5,1867.64
4446,1,2603,41,1,0.25,2021-01-03,95.8,71.85
4447,142,2114,41,5,0.12,2023-09-10,142.3,626.12
4448,112,1915,7,9,0.16,2021-02-19,376.55,2846.72
4449,74,2669,16,9,0.12,2020-10-01,280.62,2222.51
4450,65,1110,38,9,0.09,2020-10-13,187.02,1531.69
4451,69,84,9,2,0.24,2022-04-01,385.43,585.85
4452,67,1978,13,7,0.23,2020-01-04,253.81,1368.04
4453,177,227,34,8,0.15,2022-06-21,24.46,166.33
4454,50,2940,46,1,0.14,2022-11-21,258.49,222.3
4455,58,1013,37,2,0.05,2020-12-18,391.04,742.98
4456,53,20,43,1,0.19,2020-01-06,273.02,221.15
4457,91,2803,47,9,0.28,2020-12-19,33.81,219.09
4458,115,1467,6,5,0.22,2022-06-13,191.98,748.72
4459,118,2989,38,4,0.15,2020-02-20,340.0,1156.0
4460,57,270,48,8,0.01,2021-06-10,351.68,2785.31
4461,86,2454,4,3,0.28,2022-02-05,231.35,499.72
4462,18,1532,5,8,0.09,2024-04-12,272.15,1981.25
4463,16,304,6,3,0.09,2020-03-20,200.6,547.64
4464,130,1309,13,6,0.14,2022-11-10,192.1,991.24
4465,13,810,46,4,0.13,2021-08-20,198.58,691.06
4466,173,1053,24,8,0.29,2023-01-25,302.96,1720.81
4467,80,2439,28,7,0.05,2024-07-10,101.17,672.78
4468,200,1933,13,5,0.21,2022-05-16,356.92,1409.83
4469,43,2041,42,3,0.03,2021-02-12,208.46,606.62
4470,200,909,49,5,0.08,2021-11-10,356.92,1641.83
4471,54,142,18,4,0.22,2022-03-04,491.17,1532.45
4472,159,2694,7,8,0.24,2023-03-16,61.21,372.16
4473,137,1680,4,5,0.14,2023-11-28,164.73,708.34
4474,73,809,31,5,0.24,2023-01-22,99.5,378.1
4475,48,948,24,2,0.28,2021-03-01,163.79,235.86
4476,18,2293,22,9,0.28,2021-01-01,272.15,1763.53
4477,11,766,21,6,0.1,2021-09-03,53.35,288.09
4478,190,2924,48,1,0.09,2023-11-01,373.99,340.33
4479,84,2960,42,3,0.22,2023-11-28,128.87,301.56
4480,19,920,26,4,0.2,2023-12-19,74.76,239.23
4481,100,939,30,2,0.12,2021-01-06,134.14,236.09
4482,116,2497,35,4,0.07,2021-07-10,163.42,607.92
4483,90,2314,23,2,0.19,2022-09-08,129.18,209.27
4484,74,1263,45,6,0.13,2021-02-24,280.62,1464.84
4485,24,2298,40,9,0.04,2020-06-03,52.23,451.27
4486,13,955,50,1,0.19,2022-05-13,198.58,160.85
4487,125,1315,30,5,0.21,2022-03-24,55.06,217.49
4488,116,543,19,9,0.11,2023-05-22,163.42,1308.99
4489,174,2680,32,7,0.25,2021-06-03,175.82,923.06
4490,181,1103,50,6,0.02,2022-02-18,267.98,1575.72
4491,157,2955,19,7,0.15,2024-05-19,129.46,770.29
4492,164,2569,22,9,0.29,2022-04-11,178.54,1140.87
4493,71,2932,4,3,0.06,2022-06-11,476.77,1344.49
4494,126,2782,45,8,0.05,2021-02-19,201.34,1530.18
4495,145,144,12,1,0.11,2023-08-18,158.22,140.82
4496,176,2992,15,6,0.08,2024-05-20,185.31,1022.91
4497,152,2613,15,9,0.07,2024-04-20,419.97,3515.15
4498,182,1200,10,1,0.28,2023-12-24,78.13,56.25
4499,119,2118,19,5,0.1,2021-02-09,46.23,208.04
4500,91,2681,8,8,0.02,2021-02-03,33.81,265.07
4501,85,2937,31,6,0.27,2021-01-15,263.51,1154.17
4502,108,2849,9,6,0.13,2023-02-09,423.21,2209.16
4503,127,2228,29,3,0.22,2022-11-17,259.1,606.29
4504,121,593,7,8,0.11,2020-04-26,391.74,2789.19
4505,129,567,8,1,0.28,2023-12-26,377.92,272.1
4506,195,691,41,4,0.09,2021-11-06,30.56,111.24
4507,6,1134,17,8,0.2,2024-07-13,149.16,954.62
4508,78,665,15,6,0.25,2022-02-03,405.63,1825.33
4509,183,1983,16,9,0.07,2021-04-08,423.0,3540.51
4510,38,406,7,1,0.24,2022-09-21,114.94,87.35
4511,161,986,42,2,0.24,2022-01-06,278.19,422.85
4512,116,2685,19,1,0.29,2023-05-25,163.42,116.03
4513,102,1417,38,4,0.28,2022-03-17,472.4,1360.51
4514,8,517,25,9,0.12,2020-07-22,491.7,3894.26
4515,78,850,12,4,0.18,2024-10-09,405.63,1330.47
4516,112,1902,32,9,0.28,2022-07-20,376.55,2440.04
4517,148,908,47,6,0.0,2020-09-06,466.7,2800.2
4518,55,316,10,5,0.19,2023-04-24,498.15,2017.51
4519,48,1286,24,4,0.06,2024-06-20,163.79,615.85
4520,184,1508,50,2,0.22,2022-12-07,434.27,677.46
4521,88,27,4,8,0.24,2024-04-25,484.92,2948.31
4522,10,1519,43,3,0.21,2023-08-23,482.99,1144.69
4523,52,55,37,1,0.3,2021-11-06,339.47,237.63
4524,178,1935,45,7,0.14,2024-02-16,45.47,273.73
4525,34,1856,42,8,0.17,2020-10-31,442.22,2936.34
4526,164,249,39,7,0.12,2022-06-02,178.54,1099.81
4527,61,2321,43,4,0.29,2022-12-17,7.51,21.33
4528,144,1802,4,8,0.28,2022-01-07,133.68,770.0
4529,79,2239,36,4,0.3,2024-08-06,45.39,127.09
4530,18,2623,37,5,0.3,2022-09-15,272.15,952.52
4531,71,857,25,8,0.27,2021-09-19,476.77,2784.34
4532,175,1470,41,2,0.28,2022-09-15,64.71,93.18
4533,86,1877,30,8,0.04,2020-04-28,231.35,1776.77
4534,32,1526,1,5,0.05,2023-05-24,84.8,402.8
4535,43,2664,29,5,0.27,2024-04-07,208.46,760.88
4536,83,1417,16,7,0.22,2022-09-03,491.01,2680.91
4537,168,1795,37,4,0.26,2020-07-14,385.61,1141.41
4538,193,2721,37,3,0.23,2022-05-04,122.43,282.81
4539,163,2731,7,6,0.04,2021-08-20,321.48,1851.72
4540,69,109,40,6,0.27,2024-04-11,385.43,1688.18
4541,50,2700,33,6,0.23,2020-06-06,258.49,1194.22
4542,12,981,50,7,0.17,2023-10-29,306.95,1783.38
4543,85,2274,22,4,0.16,2024-05-18,263.51,885.39
4544,123,353,43,3,0.17,2020-05-29,369.83,920.88
4545,58,1428,27,3,0.12,2024-09-29,391.04,1032.35
4546,83,1731,29,3,0.24,2022-05-08,491.01,1119.5
4547,191,2193,16,2,0.27,2020-10-04,145.47,212.39
4548,177,1778,21,6,0.08,2020-03-03,24.46,135.02
4549,112,2963,11,1,0.01,2021-02-11,376.55,372.78
4550,128,1117,21,6,0.06,2022-10-15,440.78,2486.0
4551,36,2321,9,8,0.23,2020-06-26,216.42,1333.15
4552,54,534,27,6,0.26,2020-08-12,491.17,2180.79
4553,47,1218,39,2,0.1,2023-12-08,318.6,573.48
4554,115,2508,22,7,0.05,2023-01-14,191.98,1276.67
4555,160,2989,15,3,0.26,2021-01-25,387.3,859.81
4556,124,2229,43,9,0.06,2021-03-17,484.48,4098.7
4557,181,1256,23,8,0.07,2021-04-01,267.98,1993.77
4558,160,1980,29,6,0.03,2023-03-29,387.3,2254.09
4559,190,2077,39,1,0.27,2020-07-27,373.99,273.01
4560,165,532,16,2,0.1,2024-08-12,452.56,814.61
4561,96,1945,3,8,0.05,2023-12-04,51.61,392.24
4562,107,140,16,6,0.29,2022-09-18,311.04,1325.03
4563,120,2146,8,1,0.1,2022-09-15,279.08,251.17
4564,101,262,26,9,0.22,2022-11-26,253.01,1776.13
4565,103,19,42,8,0.07,2020-06-12,288.82,2148.82
4566,166,2060,9,2,0.22,2021-11-16,201.29,314.01
4567,158,2585,35,5,0.07,2024-07-31,439.72,2044.7
4568,186,1549,7,3,0.19,2021-04-15,284.16,690.51
4569,32,1489,8,1,0.13,2021-01-23,84.8,73.78
4570,66,2307,35,7,0.24,2021-05-26,446.56,2375.7
4571,179,2072,48,9,0.22,2024-10-04,142.05,997.19
4572,11,1032,46,7,0.28,2024-05-15,53.35,268.88
4573,187,228,39,3,0.11,2023-03-09,64.28,171.63
4574,148,376,36,6,0.23,2020-01-20,466.7,2156.15
4575,37,1147,6,3,0.29,2024-08-16,8.44,17.98
4576,102,1114,7,4,0.1,2023-07-15,472.4,1700.64
4577,49,2272,12,1,0.09,2020-04-15,297.49,270.72
4578,19,736,39,2,0.23,2022-10-18,74.76,115.13
4579,183,257,1,1,0.13,2021-04-17,423.0,368.01
4580,168,2563,50,2,0.12,2021-10-09,385.61,678.67
4581,7,833,43,4,0.16,2023-10-27,230.75,775.32
4582,133,1807,43,6,0.28,2023-07-23,412.28,1781.05
4583,42,701,49,8,0.03,2021-04-17,498.88,3871.31
4584,88,911,25,9,0.14,2020-08-27,484.92,3753.28
4585,176,699,12,7,0.03,2021-07-12,185.31,1258.25
4586,135,438,27,4,0.27,2023-10-05,46.03,134.41
4587,11,1724,23,7,0.04,2024-10-05,53.35,358.51
4588,177,2085,19,1,0.03,2022-10-28,24.46,23.73
4589,158,1685,21,6,0.29,2021-04-15,439.72,1873.21
4590,41,2154,50,1,0.17,2023-01-09,349.67,290.23
4591,3,615,21,8,0.25,2021-10-05,302.55,1815.3
4592,40,1943,24,4,0.14,2021-12-05,37.12,127.69
4593,51,1913,13,8,0.13,2023-08-09,347.01,2415.19
4594,32,2280,42,8,0.27,2023-04-18,84.8,495.23
4595,48,2915,36,2,0.3,2022-09-25,163.79,229.31
4596,71,1041,15,6,0.19,2023-07-11,476.77,2317.1
4597,199,1183,50,4,0.28,2023-12-11,420.1,1209.89
4598,148,960,1,3,0.26,2021-09-04,466.7,1036.07
4599,89,1840,34,9,0.16,2020-05-06,202.42,1530.3
4600,109,1306,42,9,0.28,2023-02-19,144.52,936.49
4601,35,278,31,2,0.06,2021-02-22,162.41,305.33
4602,108,125,50,5,0.27,2023-03-22,423.21,1544.72
4603,152,1344,32,7,0.09,2023-04-29,419.97,2675.21
4604,40,675,36,9,0.01,2020-10-22,37.12,330.74
4605,52,715,29,8,0.24,2021-10-29,339.47,2063.98
4606,112,2011,10,4,0.28,2020-02-22,376.55,1084.46
4607,39,1506,21,3,0.07,2023-08-23,88.3,246.36
4608,68,2715,36,1,0.16,2024-02-28,118.94,99.91
4609,189,1348,24,1,0.22,2024-05-21,48.03,37.46
4610,76,913,27,9,0.1,2020-11-17,261.57,2118.72
4611,65,1990,21,4,0.04,2021-01-16,187.02,718.16
4612,62,2443,18,8,0.12,2023-06-18,347.49,2446.33
4613,2,773,4,4,0.14,2022-01-20,225.69,776.37
4614,134,2234,47,6,0.22,2020-08-25,122.57,573.63
4615,122,2514,18,4,0.06,2022-02-02,487.25,1832.06
4616,75,1081,9,2,0.24,2023-10-08,287.18,436.51
4617,171,1753,49,1,0.15,2024-01-04,68.38,58.12
4618,40,2506,30,8,0.27,2024-12-03,37.12,216.78
4619,89,1001,35,6,0.17,2024-12-19,202.42,1008.05
4620,167,1738,45,1,0.13,2023-02-19,475.01,413.26
4621,28,74,30,5,0.09,2020-04-04,356.78,1623.35
4622,80,1109,39,3,0.03,2022-12-21,101.17,294.4
4623,63,2680,46,2,0.11,2022-04-29,13.95,24.83
4624,192,1038,6,3,0.12,2020-04-03,125.95,332.51
4625,140,2888,14,2,0.17,2020-09-25,349.98,580.97
4626,41,1665,46,2,0.26,2024-10-31,349.67,517.51
4627,29,912,29,1,0.14,2022-07-14,104.85,90.17
4628,23,794,32,3,0.09,2024-08-10,457.91,1250.09
4629,80,2097,14,3,0.26,2023-01-02,101.17,224.6
4630,51,359,20,4,0.22,2020-12-30,347.01,1082.67
4631,112,2290,50,3,0.09,2024-08-18,376.55,1027.98
4632,105,1858,9,8,0.05,2021-02-06,327.48,2488.85
4633,45,1077,12,4,0.09,2024-07-23,492.9,1794.16
4634,90,1801,14,1,0.04,2021-07-10,129.18,124.01
4635,150,1576,23,2,0.27,2023-01-19,493.7,720.8
4636,138,1720,48,7,0.18,2024-04-29,459.96,2640.17
4637,135,1669,34,6,0.26,2023-09-03,46.03,204.37
4638,89,2104,16,9,0.25,2023-12-30,202.42,1366.34
4639,15,879,18,6,0.05,2021-03-04,20.5,116.85
4640,77,2303,41,2,0.13,2022-08-30,72.63,126.38
4641,106,5,40,8,0.29,2024-12-08,111.22,631.73
4642,174,1605,33,9,0.07,2021-05-25,175.82,1471.61
4643,90,1076,5,5,0.02,2023-03-29,129.18,632.98
4644,87,329,39,6,0.1,2024-11-25,272.61,1472.09
4645,61,2146,10,4,0.15,2024-08-07,7.51,25.53
4646,108,1003,22,2,0.02,2022-04-03,423.21,829.49
4647,61,783,43,5,0.13,2024-06-27,7.51,32.67
4648,51,577,44,5,0.08,2023-07-24,347.01,1596.25
4649,166,327,33,1,0.06,2023-03-30,201.29,189.21
4650,12,2291,31,5,0.08,2022-05-05,306.95,1411.97
4651,77,1528,6,1,0.03,2024-05-09,72.63,70.45
4652,112,2415,36,3,0.02,2021-01-14,376.55,1107.06
